,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
38181,1709 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/20/2013,12315,0,"TD Bank, National Association",96TH & 3RD STORE BRANCH,1678,11/25/2022,11,NY,36061,New York,538571,10128,"1709 Third Avenue, New York, NY, 10128","('015601', 'Manhattan')",Upper East Side,15601
38187,136 East 57th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58979,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/29/2013,489492,0,"BankUnited, National Association",NYC 57TH & LEXINGTON AVENUE,114,11/25/2022,11,NY,36061,New York,540027,10022,"136 East 57th Street, New York, NY, 10022","('011203', 'Manhattan')",Stuyvesant Town / Turtle Bay,11203
38207,2063 Ralph Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/18/2013,12315,0,"TD Bank, National Association",GEORGETOWN BROOKLYN STORE BRANCH,1687,11/25/2022,11,NY,36047,New York,541318,11234,"2063 Ralph Avenue, Brooklyn, NY, 11234","('069601', 'Brooklyn')",UNFOUND,69601
38215,104 East 14th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3511,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/22/2013,2239,0,"Wells Fargo Bank, National Association",UNION SQUARE BRANCH,10117,11/25/2022,11,NY,36061,New York,542733,10003,"104 East 14th Street, New York, NY, 10003","('004200', 'Manhattan')",Lower East Side / Chinatown,4200
38264,2195 Flatbush Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/15/2014,12315,0,"TD Bank, National Association",MARINE PARK FLATBUSH BRANCH,1732,11/25/2022,11,NY,36047,New York,560356,11234,"2195 Flatbush Avenue, Brooklyn, NY, 11234","('067400', 'Brooklyn')",UNFOUND,67400
38475,4593 Richmond Road,NM,,,0,0.0,0,0,,0,0,10363,Warsaw,Richmond,,0,0.0,06/30/1986,6639,0,Citizens and Farmers Bank,WARSAW BRANCH,29,11/25/2022,11,VA,51159,Virginia,264016,22572,"4593 Richmond Road, Warsaw, NY, 22572","('040100', '3')",UNFOUND,40100
38554,625 Atlantic Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/15/1996,10251,0,New York Community Bank,ATLANTIC TERMINAL BRANCH,27,11/25/2022,12,NY,36047,New York,269521,11217,"625 Atlantic Avenue, Brooklyn, NY, 11217","('003500', 'Brooklyn')",Brooklyn Heights / Fort Greene,3500
38555,1351 Forest Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/26/1998,10251,0,New York Community Bank,FOREST AVENUE BRANCH,66,11/25/2022,12,NY,36085,New York,269560,10302,"1351 Forest Avenue, Staten Island, NY, 10302","('020100', 'Staten Island')",North Shore,20100
38608,590 East 187th Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29147,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/01/1934,41981,0,NorthEast Community Bank,590 EAST 187TH STREET BRANCH,2,11/25/2022,11,NY,36005,New York,273182,10458,"590 East 187th Street, Bronx, NY, 10458","('039100', 'Bronx')",Morrisania / East Tremont,39100
38869,915 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,59113,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/13/2019,591959,1,"Grasshopper Bank, N.A.","Grasshopper Bank, N.A.",0,11/25/2022,11,NY,36061,New York,591959,10010,"915 Broadway, New York, NY, 10010","('005200', 'Manhattan')",Chelsea / Clinton / Midtown,5200
39030,1185 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,24387,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/14/1983,16967,1,"Industrial and Commercial Bank of China USA, National Association","Industrial and Commercial Bank of China USA, National Association",0,11/25/2022,11,NY,36061,New York,16967,10036,"1185 Avenue Of The Americas, New York, NY, 10036","('012500', 'Manhattan')",Chelsea / Clinton / Midtown,12500
39114,1 Columbus Cir,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,623,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/30/1903,414,1,Deutsche Bank Trust Company Americas,Deutsche Bank Trust Company Americas,0,11/25/2022,11,NY,36061,New York,414,10019,"1 Columbus Cir, New York, NY, 10019","('013700', 'Manhattan')",Chelsea / Clinton / Midtown,13700
39265,410 Park Ave,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,22398,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1977,15599,1,"Modern Bank, National Association","Modern Bank, National Association",0,11/25/2022,11,NY,36061,New York,15599,10022,"410 Park Ave, New York, NY, 10022","('010200', 'Manhattan')",Chelsea / Clinton / Midtown,10200
39341,1441 South Ave,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57672,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/28/2004,419378,1,Empire State Bank,Empire State Bank,0,11/25/2022,11,NY,36085,New York,419378,10314,"1441 South Ave, Staten Island, NY, 10314","('029103', 'Staten Island')",Mid-Island,29103
39476,7102 Forest Ave,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Ridgewood,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/18/1921,10255,1,Ridgewood Savings Bank,Ridgewood Savings Bank,0,11/25/2022,11,NY,36081,New York,10255,11385,"7102 Forest Ave, Ridgewood, NY, 11385","('-1', '-1')",UNFOUND,-1
39513,1271 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,21868,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/20/1974,15153,1,"Bessemer Trust Company, National Association","Bessemer Trust Company, National Association",0,11/25/2022,11,NY,36061,New York,15153,10020,"1271 Avenue Of The Americas, New York, NY, 10020","('013100', 'Manhattan')",Chelsea / Clinton / Midtown,13100
39736,1850 Victory Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/20/1976,42784,0,"Santander Bank, N.A.",CASTLETON CORNER ACCOMMODATION BRANCH,1068,11/25/2022,23,NY,36085,New York,236384,10314,"1850 Victory Boulevard, Staten Island, NY, 10314","('018701', 'Staten Island')",North Shore,18701
39739,4201 White Plains Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/18/1946,2818,0,"Capital One, National Association",WAKEFIELD BRANCH,585,11/25/2022,11,NY,36005,New York,236546,10466,"4201 White Plains Road, Bronx, NY, 10466","('042000', 'Bronx')",Williamsbridge / Baychester,42000
39740,75-44 Main Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/08/1949,10251,0,New York Community Bank,KEW GARDENS HILLS,2,11/25/2022,11,NY,36081,New York,236774,11367,"75-44 Main Street, Flushing, NY, 11367","('077902', 'Queens')",Hillcrest / Fresh Meadows,77902
39743,107-55 Queens Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Forest Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/06/1940,10255,0,Ridgewood Savings Bank,FOREST HILLS BRANCH,1,11/25/2022,11,NY,36081,New York,236814,11375,"107-55 Queens Boulevard, Forest Hills, NY, 11375","('073900', 'Queens')",Forest Hills / Rego Park,73900
39744,202-16 Rockaway Point Blvd,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Breezy Point,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/10/1985,10255,0,Ridgewood Savings Bank,BREEZY POINT BRANCH,8,11/25/2022,11,NY,36081,New York,236821,11697,"202-16 Rockaway Point Blvd, Breezy Point, NY, 11697","('091601', 'Queens')",Rockaways,91601
40184,80-35 Jamaica Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Woodhaven,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1899,10251,0,New York Community Bank,FOREST PARKWAY BRANCH,19,11/25/2022,11,NY,36081,New York,269514,11421,"80-35 Jamaica Avenue, Woodhaven, NY, 11421","('001200', 'Queens')",Kew Gardens / Woodhaven,1200
40191,3478 Boston Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1896,432614,0,"Citizens Bank, National Association",BOSTON ROAD BRANCH,1736,11/25/2022,11,NY,36005,New York,269905,10469,"3478 Boston Road, Bronx, NY, 10469","('035800', 'Bronx')",Williamsbridge / Baychester,35800
40293,459 5th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18221,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/01/1997,12139,0,"Webster Bank, National Association",5TH AVENUE BRANCH,380,11/25/2022,11,NY,36047,New York,277253,11215,"459 5th Avenue, Brooklyn, NY, 11215","('013900', 'Brooklyn')",Park Slope / Carroll Gardens,13900
40377,169 Smith Street,SB,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,31189,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/30/1989,44023,0,Ponce Bank,BROOKLYN BRANCH,101,11/25/2022,11,NY,36047,New York,283788,11201,"169 Smith Street, Brooklyn, NY, 11201","('006900', 'Brooklyn')",Brooklyn Heights / Fort Greene,6900
40967,31-01 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1888,432614,0,"Citizens Bank, National Association",Astoria-Broadway-Marathon Branch,1803,11/25/2022,11,NY,36081,New York,42615,11106,"31-01 Broadway, Astoria, NY, 11106","('006100', 'Queens')",Astoria,6100
41082,1340 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/17/1984,432614,0,"Citizens Bank, National Association",LENOX HILL BRANCH,1720,11/25/2022,11,NY,36061,New York,182346,10075,"1340 Third Avenue, New York, NY, 10075","('012800', 'Manhattan')",Upper East Side,12800
41085,3508 Johnson Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/11/1967,2238,0,"Bank of America, National Association",RIVERDALE BRANCH,8093,11/25/2022,11,NY,36005,New York,182560,10463,"3508 Johnson Avenue, Bronx, NY, 10463","('029500', 'Bronx')",Riverdale / Kingsbridge,29500
41086,187-08 Horace Harding Expressway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Fresh Meadows,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/07/1949,417,0,"JPMorgan Chase Bank, National Association",FRESH MEADOWS BRANCH,817,11/25/2022,11,NY,36081,New York,182731,11365,"187-08 Horace Harding Expressway, Fresh Meadows, NY, 11365","('134700', 'Queens')",Hillcrest / Fresh Meadows,134700
41087,66-02 Grand Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Maspeth,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1800,417,0,"JPMorgan Chase Bank, National Association",GRAND AVE AND 66TH ST BRANCH,821,11/25/2022,11,NY,36081,New York,182741,11378,"66-02 Grand Avenue, Maspeth, NY, 11378","('051700', 'Queens')",Middle Village / Ridgewood,51700
41096,1100 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/07/1969,417,0,"JPMorgan Chase Bank, National Association",THIRD AVENUE AND 65TH STREET BRANCH,3766,11/25/2022,11,NY,36061,New York,183532,10065,"1100 Third Avenue, New York, NY, 10065","('012000', 'Manhattan')",Upper East Side,12000
41097,45 Wall Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/04/1997,417,0,"JPMorgan Chase Bank, National Association",WALL STREET AND WILLIAMS BRANCH,4086,11/25/2022,12,NY,36061,New York,183572,10005,"45 Wall Street, New York, NY, 10005","('000700', 'Manhattan')",Greenwich Village / Financial District,700
41098,207 City Island Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/15/1939,417,0,"JPMorgan Chase Bank, National Association",CITY ISLAND BRANCH,470,11/25/2022,11,NY,36005,New York,183583,10464,"207 City Island Avenue, Bronx, NY, 10464","('051600', 'Bronx')",Throgs Neck / Co-op City,51600
41099,1663 East 17th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/22/1930,417,0,"JPMorgan Chase Bank, National Association",KINGS HIGHWAY BRANCH,495,11/25/2022,11,NY,36047,New York,183623,11229,"1663 East 17th Street, Brooklyn, NY, 11229","('055200', 'Brooklyn')",Sheepshead Bay / Gravesend,55200
41100,1722 Avenue U,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1900,417,0,"JPMorgan Chase Bank, National Association",AVENUE U AND EAST 17TH ST BRANCH,501,11/25/2022,11,NY,36047,New York,183633,11229,"1722 Avenue U, Brooklyn, NY, 11229","('058000', 'Brooklyn')",Sheepshead Bay / Gravesend,58000
41101,37-29 Junction Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Corona,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/27/1934,417,0,"JPMorgan Chase Bank, National Association",JUNCTION BOULEVARD BRANCH,550,11/25/2022,11,NY,36081,New York,183700,11368,"37-29 Junction Boulevard, Corona, NY, 11368","('037500', 'Queens')",Jackson Heights,37500
