,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
61093,138-02 Queens Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/06/1956,417,0,"JPMorgan Chase Bank, National Association",VAN WYCK BRANCH,3972,11/25/2022,11,NY,36081,New York,182550,11435,"138-02 Queens Boulevard, Jamaica, NY, 11435","('021400', 'Queens')",Hillcrest / Fresh Meadows,21400
61095,5727 Main Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/28/1974,417,0,"JPMorgan Chase Bank, National Association",SOUTH FLUSHING BRANCH,4258,11/25/2022,11,NY,36081,New York,182601,11355,"5727 Main Street, Flushing, NY, 11355","('-1', '-1')",UNFOUND,-1
61096,37-94 103rd Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Corona,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1800,417,0,"JPMorgan Chase Bank, National Association",CORONA 103RD ST BRANCH,813,11/25/2022,11,NY,36081,New York,182725,11368,"37-94 103rd Street, Corona, NY, 11368","('040500', 'Queens')",Jackson Heights,40500
61097,81-35 Lefferts Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Kew Gardens,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1800,417,0,"JPMorgan Chase Bank, National Association",KEW GARDENS BRANCH,820,11/25/2022,11,NY,36081,New York,182738,11415,"81-35 Lefferts Boulevard, Kew Gardens, NY, 11415","('013600', 'Queens')",Kew Gardens / Woodhaven,13600
61098,302 West 12th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/30/1975,417,0,"JPMorgan Chase Bank, National Association",ABINGDON SQUARE BRANCH,875,11/25/2022,11,NY,36061,New York,182871,10014,"302 West 12th Street, New York City, NY, 10014","('007700', 'Manhattan')",Greenwich Village / Financial District,7700
61099,596 Fort Washington Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/01/1975,417,0,"JPMorgan Chase Bank, National Association",FORT WASHINGTON AVENUE BRANCH,876,11/25/2022,11,NY,36061,New York,182873,10033,"596 Fort Washington Avenue, New York City, NY, 10033","('027300', 'Manhattan')",Washington Heights / Inwood,27300
61102,401 Flatbush Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/14/1927,417,0,"JPMorgan Chase Bank, National Association",GRAND ARMY PLAZA BRANCH,33,11/25/2022,11,NY,36047,New York,183157,11238,"401 Flatbush Avenue, Brooklyn, NY, 11238","('015900', 'Brooklyn')",Park Slope / Carroll Gardens,15900
61103,850 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/05/1961,417,0,"JPMorgan Chase Bank, National Association",THIRD AVENUE & 51ST STREET BRANCH,37,11/25/2022,11,NY,36061,New York,183161,10022,"850 Third Avenue, New York City, NY, 10022","('010000', 'Manhattan')",Stuyvesant Town / Turtle Bay,10000
61104,3169 Bainbridge Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/17/1970,417,0,"JPMorgan Chase Bank, National Association",BAINBRIDGE BRANCH,149,11/25/2022,11,NY,36005,New York,183267,10467,"3169 Bainbridge Avenue, Bronx, NY, 10467","('041900', 'Bronx')",Kingsbridge Heights / Mosholu,41900
61105,2 East Kingsbridge Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/01/1997,417,0,"JPMorgan Chase Bank, National Association",KINGSBRIDGE TRANSACTOR BRANCH,1292,11/25/2022,28,NY,36005,New York,183464,10468,"2 East Kingsbridge Road, Bronx, NY, 10468","('040100', 'Bronx')",Kingsbridge Heights / Mosholu,40100
61109,59-26 Woodside Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Woodside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/09/1942,417,0,"JPMorgan Chase Bank, National Association",WOODSIDE BRANCH,565,11/25/2022,11,NY,36081,New York,183718,11377,"59-26 Woodside Avenue, Woodside, NY, 11377","('024900', 'Queens')",Sunnyside / Woodside,24900
61331,180 N Redington St,N,"Hanford-Corcoran, CA",,0,,25260,1,"Hanford-Corcoran, CA",0,25260,3510,Hanford,Kings,"Fresno-Madera-Hanford, CA",1,260.0,07/24/1922,2238,0,"Bank of America, National Association",HANFORD BRANCH,276,11/25/2022,11,CA,6031,California,197734,93230,"180 N Redington St, Hanford, NY, 93230","('000900', 'Hanford')",UNFOUND,900
61609,1871 Nostrand Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/27/1962,4759,0,"Citibank, National Association",NOSTRAND-NEWKIRK BRANCH,859,11/25/2022,11,NY,36047,New York,213505,11226,"1871 Nostrand Avenue, Brooklyn, NY, 11226","('082800', 'Brooklyn')",East Flatbush,82800
61611,91-16 168th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/14/1961,2238,0,"Bank of America, National Association",JAMAICA BRANCH,8036,11/25/2022,11,NY,36081,New York,213585,11432,"91-16 168th Street, Jamaica, NY, 11432","('046000', 'Queens')",Jamaica,46000
61620,885 Flatbush Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",FLATBUSH-CHURCH AVENUE BRANCH,63,11/25/2022,11,NY,36047,New York,214087,11226,"885 Flatbush Avenue, Brooklyn, NY, 11226","('079400', 'Brooklyn')",East Flatbush,79400
61621,330 Madison Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",MADISON AVENUE-42ND STREET BRANCH,95,11/25/2022,11,NY,36061,New York,214118,10017,"330 Madison Avenue, New York City, NY, 10017","('009400', 'Manhattan')",Chelsea / Clinton / Midtown,9400
61622,170 West 72nd Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",SEVENTY-SECOND STREET BRANCH,111,11/25/2022,11,NY,36061,New York,214134,10023,"170 West 72nd Street, New York City, NY, 10023","('015700', 'Manhattan')",Upper West Side,15700
61886,168-42 Hillside Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,New York City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/30/1970,10290,0,Apple Bank for Savings,JAMAICA BRANCH,82,11/25/2022,11,NY,36081,New York,226274,11432,"168-42 Hillside Avenue, New York City, NY, 11432","('046000', 'Queens')",Jamaica,46000
62055,95-25 Queens Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Rego Park,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/18/1975,2818,0,"Capital One, National Association",REGO PARK BRANCH,796,11/25/2022,11,NY,36081,New York,235835,11374,"95-25 Queens Boulevard, Rego Park, NY, 11374","('071701', 'Queens')",Forest Hills / Rego Park,71701
62060,7110 Fifth Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/12/1975,2818,0,"Capital One, National Association",BAY RIDGE BRANCH,780,11/25/2022,11,NY,36047,New York,236167,11209,"7110 Fifth Avenue, Brooklyn, NY, 11209","('013000', 'Brooklyn')",Bay Ridge,13000
62069,4724 13th Avenue (48th Street),N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1923,417,0,"JPMorgan Chase Bank, National Association",THIRTEENTH AVE AND 48TH ST BRANCH,5258,11/25/2022,11,NY,36047,New York,236566,11219,"4724 13th Avenue (48th Street), Brooklyn, NY, 11219","('022200', 'Brooklyn')",Borough Park,22200
62070,101-25 Queens Boulevard,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,588,Forest Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/01/1985,400,0,Manufacturers and Traders Trust Company,FOREST HILLS BRANCH,248,11/25/2022,11,NY,36081,New York,236708,11375,"101-25 Queens Boulevard, Forest Hills, NY, 11375","('071303', 'Queens')",Forest Hills / Rego Park,71303
62071,23 Newkirk Plaza,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/29/1958,42784,0,"Santander Bank, N.A.",NEWKIRK PLAZA BRANCH,988,11/25/2022,11,NY,36047,New York,236744,11226,"23 Newkirk Plaza, Brooklyn, NY, 11226","('052000', 'Brooklyn')",Flatbush,52000
62073,216-19 Jamaica Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Queens Village,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/19/1937,2818,0,"Capital One, National Association",QUEENS VILLAGE BRANCH,630,11/25/2022,11,NY,36081,New York,236790,11428,"216-19 Jamaica Avenue, Queens Village, NY, 11428","('056600', 'Queens')",Bellerose / Rosedale,56600
62080,486 Neptune Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/08/1998,10290,0,Apple Bank for Savings,CONEY ISLAND BRANCH,52,11/25/2022,11,NY,36047,New York,237147,11224,"486 Neptune Avenue, Brooklyn, NY, 11224","('035400', 'Brooklyn')",Coney Island,35400
62083,116 South Lee Street,NM,"Rockingham, NC",,0,,0,0,,1,40460,9846,Rockingham,Richmond,,0,,07/11/1977,6300,0,Truist Bank,SOUTH LEE STREET MAIN BRANCH,535,11/25/2022,11,NC,37153,North Carolina,237324,28379,"116 South Lee Street, Rockingham, NY, 28379","('970500', 'Rockingham')",UNFOUND,970500
62123,71-24 Austin Street,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,Forest Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/26/1970,62141,0,Popular Bank,FOREST HILLS BRANCH,65,11/25/2022,11,NY,36081,New York,239417,11375,"71-24 Austin Street, Forest Hills, NY, 11375","('073700', 'Queens')",Forest Hills / Rego Park,73700
62352,218 North Douty,NM,"Hanford-Corcoran, CA",,0,,25260,1,"Hanford-Corcoran, CA",0,25260,1768,Hanford,Kings,"Fresno-Madera-Hanford, CA",1,260.0,12/15/1997,1171,0,Mechanics Bank,HANFORD BRANCH,79,11/25/2022,11,CA,6031,California,255047,93230,"218 North Douty, Hanford, NY, 93230","('000900', 'Hanford')",UNFOUND,900
62446,41-99 Main Street,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,19416,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/16/1991,13219,0,CTBC Bank Corp. (USA),FLUSHING BRANCH,16,11/25/2022,11,NY,36081,New York,262133,11355,"41-99 Main Street, Flushing, NY, 11355","('085300', 'Queens')",Flushing / Whitestone,85300
62535,8901 Northern Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1887,42784,0,"Santander Bank, N.A.",NORTHERN BOULEVARD BRANCH,1001,11/25/2022,11,NY,36081,New York,268031,11372,"8901 Northern Boulevard, Jackson Heights, NY, 11372","('-1', '-1')",UNFOUND,-1
62537,230 West Seventh Street,NM,"Hanford-Corcoran, CA",,0,,25260,1,"Hanford-Corcoran, CA",0,25260,3514,Hanford,Kings,"Fresno-Madera-Hanford, CA",1,260.0,01/01/1926,2240,0,Bank of the West,HANFORD BRANCH,110,11/25/2022,11,CA,6031,California,268105,93230,"230 West Seventh Street, Hanford, NY, 93230","('000900', 'Hanford')",UNFOUND,900
62671,1330 1st Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",1ST/71ST BRANCH,80,11/25/2022,11,NY,36061,New York,214104,10021,"1330 1st Avenue, New York City, NY, 10021","('012400', 'Manhattan')",Upper East Side,12400
62672,201 West 34th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",THIRTY-FOURTH STREET BRANCH,116,11/25/2022,11,NY,36061,New York,214139,10001,"201 West 34th Street, New York City, NY, 10001","('010900', 'Manhattan')",Chelsea / Clinton / Midtown,10900
62673,8019 Roosevelt Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",JACKSON HEIGHTS BRANCH,141,11/25/2022,11,NY,36081,New York,214164,11372,"8019 Roosevelt Avenue, Jackson Heights, NY, 11372","('-1', '-1')",UNFOUND,-1
62675,375 Court Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/15/1972,4759,0,"Citibank, National Association",COURT STREET BRANCH,233,11/25/2022,11,NY,36047,New York,214256,11231,"375 Court Street, Brooklyn, NY, 11231","('007700', 'Brooklyn')",Park Slope / Carroll Gardens,7700
62757,326 Court Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1888,10290,0,Apple Bank for Savings,COURT STREET BRANCH,41,11/25/2022,11,NY,36047,New York,277158,11231,"326 Court Street, Brooklyn, NY, 11231","('006700', 'Brooklyn')",Park Slope / Carroll Gardens,6700
62767,440 Avenue P,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1887,42784,0,"Santander Bank, N.A.",AVENUE P BRANCH,1009,11/25/2022,11,NY,36047,New York,277716,11223,"440 Avenue P, Brooklyn, NY, 11223","('042200', 'Brooklyn')",Sheepshead Bay / Gravesend,42200
62802,1902 Kings Highway,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,6976,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1885,4672,0,Dime Community Bank,KINGS HIGHWAY BRANCH,61,11/25/2022,11,NY,36047,New York,280147,11229,"1902 Kings Highway, Brooklyn, NY, 11229","('055000', 'Brooklyn')",Sheepshead Bay / Gravesend,55000
63124,74-01 37th Avenue,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,25093,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/16/1988,17369,0,Habib American Bank,JACKSON HEIGHTS BRANCH,1,11/25/2022,11,NY,36081,New York,257853,11372,"74-01 37th Avenue, Jackson Heights, NY, 11372","('028900', 'Queens')",Jackson Heights,28900
63174,25-91 Steinway Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/01/1990,4759,0,"Citibank, National Association",STEINWAY,900,11/25/2022,11,NY,36081,New York,262160,11103,"25-91 Steinway Street, Astoria, NY, 11103","('014300', 'Queens')",Astoria,14300
63260,8320 Roosevelt Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1887,42784,0,"Santander Bank, N.A.",ROOSEVELT AVENUE BRANCH,999,11/25/2022,11,NY,36081,New York,268029,11372,"8320 Roosevelt Avenue, Jackson Heights, NY, 11372","('-1', '-1')",UNFOUND,-1
63277,3106 Farrington St,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/01/1997,10251,0,New York Community Bank,WHITESTONE BRANCH,34,11/25/2022,12,NY,36081,New York,269528,11354,"3106 Farrington St, Flushing, NY, 11354","('-1', '-1')",UNFOUND,-1
63412,59-23 Main St,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,6976,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/26/1947,4672,0,Dime Community Bank,FLUSHING BRANCH,59,11/25/2022,11,NY,36081,New York,280041,11355,"59-23 Main St, Flushing, NY, 11355","('080301', 'Queens')",Flushing / Whitestone,80301
63565,512 North Irwin Street,NM,"Hanford-Corcoran, CA",,0,,25260,1,"Hanford-Corcoran, CA",0,25260,24045,Hanford,Kings,"Fresno-Madera-Hanford, CA",1,260.0,08/01/1962,16761,0,Pacific Western Bank,HANFORD BRANCH,138,11/25/2022,11,CA,6031,California,291832,93230,"512 North Irwin Street, Hanford, NY, 93230","('000900', 'Hanford')",UNFOUND,900
63603,169-21 137 Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/27/2000,4759,0,"Citibank, National Association",ROCHDALE VILLAGE BRANCH,800,11/25/2022,11,NY,36081,New York,358326,11434,"169-21 137 Avenue, Jamaica, NY, 11434","('033402', 'Queens')",Jamaica,33402
63659,136-65 Roosevelt Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/31/2001,10251,0,New York Community Bank,FLUSHING BRANCH,91,11/25/2022,11,NY,36081,New York,361806,11354,"136-65 Roosevelt Avenue, Flushing, NY, 11354","('087100', 'Queens')",Flushing / Whitestone,87100
63699,8110-8112 5th Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/08/2002,10251,0,New York Community Bank,BAY RIDGE BRANCH,167,11/25/2022,11,NY,36047,New York,363650,11209,"8110-8112 5th Avenue, Brooklyn, NY, 11209","('013800', 'Brooklyn')",Bay Ridge,13800
63741,5770 Hylan Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/12/2002,10251,0,New York Community Bank,SEQUINE BRANCH,130,11/25/2022,11,NY,36085,New York,365376,10309,"5770 Hylan Boulevard, Staten Island, NY, 10309","('019800', 'Staten Island')",South Shore,19800
63776,7955 Metropolitan Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Middle Village,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/28/2003,12315,0,"TD Bank, National Association",MIDDLE VILLAGE BRANCH,882,11/25/2022,11,NY,36081,New York,419330,11379,"7955 Metropolitan Avenue, Middle Village, NY, 11379","('-1', '-1')",UNFOUND,-1
63814,1602 Avenue U,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/05/2003,12315,0,"TD Bank, National Association",AVENUE U BRANCH,893,11/25/2022,11,NY,36047,New York,422983,11229,"1602 Avenue U, Brooklyn, NY, 11229","('058000', 'Brooklyn')",Sheepshead Bay / Gravesend,58000
63907,243 Canal St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/22/2003,42784,0,"Santander Bank, N.A.",Canal Street Branch,1093,11/25/2022,11,NY,36061,New York,431570,10013,"243 Canal St, New York, NY, 10013","('004500', 'Manhattan')",Greenwich Village / Financial District,4500
63908,2275 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/29/2004,42784,0,"Santander Bank, N.A.",82ND STREET BRANCH,1098,11/25/2022,11,NY,36061,New York,431575,10024,"2275 Broadway, New York, NY, 10024","('016700', 'Manhattan')",Upper West Side,16700
63940,1156 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3511,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/15/2004,2239,0,"Wells Fargo Bank, National Association",SIXTH AVENUE & 45TH STREET BRANCH,8858,11/25/2022,11,NY,36061,New York,436940,10036,"1156 Avenue Of The Americas, New York, NY, 10036","('009600', 'Manhattan')",Chelsea / Clinton / Midtown,9600
64025,2831 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/04/2005,12315,0,"TD Bank, National Association",109TH AND BROADWAY BRANCH,1057,11/25/2022,11,NY,36061,New York,444500,10025,"2831 Broadway, New York, NY, 10025","('019500', 'Manhattan')",Morningside Heights / Hamilton Heights,19500
